,user_id,grade_id,sex,height,weight,bmi,usa_routes
569,34502.0,40.0,0,172,58,19.60519199567334,5.10c
570,34510.0,46.0,0,177,68,21.705129432793896,5.11b
572,34706.0,49.0,0,187,78,22.305470559638533,5.11d
573,34785.0,68.0,0,180,63,19.444444444444443,5.14a
574,34845.0,40.0,0,183,98,29.26334020126011,5.10c
575,34923.0,62.0,0,167,58,20.796729893506402,5.13b
576,34959.0,44.0,0,177,73,23.301094832264035,5.11a
577,34998.0,62.0,0,173,73,24.3910588392529,5.13b
578,35057.0,55.0,0,175,73,23.836734693877553,5.12c
579,35058.0,53.0,0,67,68,151.48139897527287,5.12b
580,35143.0,62.0,0,180,73,22.530864197530864,5.13b
581,35152.0,55.0,0,178,68,21.461936624163616,5.12c
582,35159.0,59.0,0,172,63,21.29529475392104,5.13a
583,35202.0,13.0,0,180,78,24.074074074074073,5.3
584,35237.0,64.0,0,178,68,21.461936624163616,5.13c
585,35314.0,57.0,0,175,68,22.20408163265306,5.12d
587,35406.0,59.0,0,185,78,22.79035792549306,5.13a
588,35424.0,55.0,0,174,63,20.808561236623067,5.12c
589,35452.0,40.0,0,180,83,25.61728395061728,5.10c
590,35514.0,40.0,0,168,73,25.86451247165533,5.10c
591,35520.0,46.0,0,180,63,19.444444444444443,5.11b
592,35526.0,53.0,0,177,78,24.897060231734173,5.12b
593,35531.0,62.0,0,183,78,23.291229956104985,5.13b
594,35537.0,62.0,0,180,58,17.901234567901234,5.13b
596,35685.0,46.0,0,177,68,21.705129432793896,5.11b
597,35695.0,51.0,0,187,88,25.165146272412706,5.12a
599,35728.0,44.0,0,180,68,20.98765432098765,5.11a
600,35823.0,51.0,0,182,73,22.03840115928028,5.12a
601,35869.0,68.0,0,173,63,21.04981790236894,5.14a
602,35910.0,70.0,0,175,68,22.20408163265306,5.14b
603,35921.0,51.0,0,183,73,21.798202394816204,5.12a
604,35997.0,40.0,0,175,78,25.46938775510204,5.10c
605,36096.0,36.0,0,188,78,22.068809416025353,5.10a
606,36297.0,64.0,0,165,73,26.813590449954088,5.13c
607,36314.0,38.0,0,255,93,14.302191464821224,5.10b
608,36527.0,46.0,0,176,68,21.952479338842977,5.11b
609,36549.0,51.0,0,168,63,22.321428571428577,5.12a
610,36600.0,62.0,0,175,68,22.20408163265306,5.13b
611,36617.0,51.0,0,177,68,21.705129432793896,5.12a
612,36729.0,53.0,0,173,68,22.720438370810918,5.12b
613,36918.0,55.0,0,168,63,22.321428571428577,5.12c
614,37043.0,62.0,0,170,73,25.25951557093426,5.13b
615,37058.0,51.0,0,180,73,22.530864197530864,5.12a
616,37108.0,53.0,0,170,53,18.339100346020764,5.12b
617,37179.0,70.0,0,178,68,21.461936624163616,5.14b
618,37189.0,64.0,0,171,63,21.545090797168363,5.13c
619,37214.0,68.0,0,160,48,18.749999999999996,5.14a
620,37259.0,55.0,0,180,68,20.98765432098765,5.12c
621,37365.0,59.0,0,173,68,22.720438370810918,5.13a
622,37377.0,44.0,0,173,73,24.3910588392529,5.11a
623,37441.0,46.0,0,177,68,21.705129432793896,5.11b
624,37457.0,55.0,0,180,78,24.074074074074073,5.12c
625,37512.0,53.0,0,165,63,23.140495867768596,5.12b
626,37600.0,62.0,0,170,63,21.79930795847751,5.13b
628,37760.0,40.0,0,180,73,22.530864197530864,5.10c
629,37855.0,33.0,0,181,73,22.282592106468055,5.9
630,38007.0,62.0,0,176,68,21.952479338842977,5.13b
631,38023.0,70.0,0,170,68,23.529411764705884,5.14b
632,38099.0,70.0,0,179,63,19.66230766829999,5.14b
633,38177.0,49.0,0,175,73,23.836734693877553,5.11d
634,38211.0,51.0,0,178,73,23.04002019946976,5.12a
635,38221.0,51.0,0,188,78,22.068809416025353,5.12a
636,38232.0,66.0,0,188,73,20.654142145767317,5.13d
637,38316.0,57.0,0,183,73,21.798202394816204,5.12d
638,38395.0,75.0,0,170,53,18.339100346020764,5.14d
639,38575.0,44.0,0,193,88,23.624795296518027,5.11a
640,38586.0,46.0,0,172,63,21.29529475392104,5.11b
641,38600.0,46.0,0,175,68,22.20408163265306,5.11b
642,38763.0,55.0,0,172,63,21.29529475392104,5.12c
644,38953.0,66.0,0,180,78,24.074074074074073,5.13d
645,38961.0,51.0,0,170,63,21.79930795847751,5.12a
648,38983.0,59.0,0,180,68,20.98765432098765,5.13a
649,38985.0,55.0,0,185,68,19.86851716581446,5.12c
650,39007.0,36.0,0,173,58,19.37919743392696,5.10a
651,39050.0,59.0,0,177,68,21.705129432793896,5.13a
652,39066.0,46.0,0,187,83,23.735308416025617,5.11b
654,39134.0,46.0,0,180,68,20.98765432098765,5.11b
656,39162.0,53.0,0,190,58,16.066481994459835,5.12b
657,39165.0,57.0,0,175,63,20.571428571428573,5.12d
658,39184.0,53.0,0,188,83,23.48347668628339,5.12b
659,39241.0,66.0,0,170,63,21.79930795847751,5.13d
660,39289.0,49.0,0,186,73,21.10070528384784,5.11d
661,39447.0,36.0,0,180,63,19.444444444444443,5.10a
662,39581.0,64.0,0,175,73,23.836734693877553,5.13c
663,39588.0,36.0,0,185,88,25.712198685171657,5.10a
664,39678.0,46.0,0,180,98,30.24691358024691,5.11b
665,39802.0,57.0,0,178,63,19.883853048857468,5.12d
666,40008.0,51.0,0,172,63,21.29529475392104,5.12a
667,40110.0,62.0,0,183,68,20.305174833527424,5.13b
668,40224.0,55.0,0,174,73,24.111507464658473,5.12c
669,40250.0,68.0,0,178,68,21.461936624163616,5.14a
670,40312.0,68.0,0,167,68,24.38237297859371,5.14a
671,40449.0,51.0,0,177,68,21.705129432793896,5.12a
672,40494.0,68.0,0,170,63,21.79930795847751,5.14a
673,40521.0,49.0,0,170,63,21.79930795847751,5.11d
674,40567.0,66.0,0,175,63,20.571428571428573,5.13d
676,40611.0,40.0,0,73,78,146.3689247513605,5.10c
677,40752.0,53.0,0,178,68,21.461936624163616,5.12b
678,40771.0,51.0,0,176,68,21.952479338842977,5.12a
680,40969.0,62.0,0,181,78,23.808797045267237,5.13b
681,41034.0,49.0,0,188,73,20.654142145767317,5.11d
682,41089.0,42.0,0,183,73,21.798202394816204,5.10d
684,41256.0,46.0,0,180,73,22.530864197530864,5.11b
686,41277.0,49.0,0,182,78,23.54788069073783,5.11d
687,41382.0,38.0,0,172,63,21.29529475392104,5.10b
